[meta] uuid,[meta] weight,[dem] country_code,[dem] age,[dem] gender,[dem] education_level,[dem] degree_of_urbanisation,[dem] residency,[dem] household_size,[dem] immigration,[dem] origin,[dem] settlement_size,[dem] hometown,[dem] ethnic_background,[dem] religion,[dem] employment_status,[dem] employment_status_in_education,[dem] work_type_routine,[dem] work_type_manual,[dem] lgbtq,[dem] income_net_monthly,[dem] disposable_income,[dem] household_finances_past12months,[dem] financial_security,[dem] change_household_finances_next12months,[dem] job_security,[dem] status_national_economy,[dem] change_economy_country_past12months,[dem] economy_country_next12months,[aud] social_networks_regularly_used,[aud] social_media_activity_rank,[aud] online_sharing_frequency,[aud] sharing_network_size,[aud] member_organization,[aud] organization_activities_timeperweek,[aud] media_tv_hours,[aud] media_radio_hours,[aud] media_print_hours,[question] opinion_eu,[question] opinion_government,[question] political_view,[question] likelihood_to_demonstrate,[question] vote_referendum,[question] frequency_of_voting,[question] vote_next_national_election,[question] ranking_party_de,[question] voted_party_last_election_de,[question] ranking_party_fr,[question] voted_party_last_election_fr,[question] ranking_party_es,[question] voted_party_last_election_es,[question] ranking_party_pl,[question] voted_party_last_election_pl,[question] ranking_party_it,[question] voted_party_last_election_it,[question] ranking_party_gb,[question] voted_party_last_election_gb,[question] when_vote_decision_was_made,[question] vote_nextelection_de,[question] vote_nextelection_fr,[question] vote_nextelection_es,[question] vote_nextelection_pl,[question] vote_nextelection_it,[question] vote_nextelection_gb,[question] certainty_party_to_vote,[question] friends_family_same_vote,[question] important_issues_when_voting,[question] ranking_importance_of_issues_when_voting,[question] preferred_type_of_political_leader,[question] frequent_sharing_of_politicalviews,[question] independence_or_respect,[question] obedience_or_selfreliance,[question] consideration_or_good_behaviour,[question] curiosity_or_good_manners,[question] democracy_own_country_satisfaction,[question] next_generation_opportunities,[question] currentplace_change_past5years,[question] hometown_change_past5years,[question] country_direction_past5years,[question] financial_situation_change_past5years,[question] international_trade_gain_or_loss,[question] country_comes_first,[question] improving_life_by_hardwork,[question] conspiracy,[question] government_controlled_by_elite,[question] trust_in_own_judgment,[question] perceived_effect_of_diversity,[question] gender_discrimination_importance,[question] family_friends_highereducation,[question] worldview
cb42c830-a07a-0134-9b6c-0a62e1402143,0.7545524594,DE,27,2,4,1,1,2,4,,6,2,6,3,1,,2,1,2,7,3,2,2,2,1,3,4,3,7 | 1 | 13 | 9,2 | 1 | 4 | 3 | 5,2,1,5,,5,2,1,3,1,3,4,,1,1,2 | 1 | 4 | 5 | 3 | 6,2,,,,,,,,,,,2,2,,,,,,2,3,4 | 7 | 9 | 12 | 13,12 | 4 | 7 | 9 | 13,5 | 3 | 2 | 6 | 1 | 4,4,2,2,1,1,1,3,3,,4,2,1,2,2,5,2,2,2,2,3,2
2590e720-a07b-0134-9dcb-0a62e1402143,0.3823403677,DE,37,2,4,2,1,3,5,,2,1,1,1,1,,2,2,2,6,3,3,3,3,2,3,4,4,6 | 1 | 9,4 | 2 | 1 | 3 | 5,3,2,1,1,6,3,1,4,5,4,4,,1,1,6 | 3 | 2 | 4 | 5 | 1,2,,,,,,,,,,,3,6,,,,,,2,2,5 | 3 | 6 | 8 | 10,5 | 8 | 10 | 6 | 3,1 | 6 | 4 | 3 | 5 | 2,4,1,2,1,2,4,5,3,3,1,3,2,3,4,1,2,1,5,2,2,1
50730480-a07b-0134-11a7-0aaafcbd6b1f,1.70538733,DE,47,1,3,1,1,1,5,,5,1,1,4,5,,3,4,1,4,2,2,2,3,5,1,2,2,1 | 2 | 6 | 13,4 | 3 | 1 | 2 | 5,2,1,5,,7,4,1,4,4,4,4,,1,1,5 | 4 | 6 | 1 | 3 | 2,1,,,,,,,,,,,4,5,,,,,,2,4,9 | 8 | 7 | 1 | 2,8 | 9 | 7 | 1 | 2,2 | 6 | 3 | 4 | 1 | 5,1,1,2,1,1,1,4,3,4,4,2,1,1,1,5,4,3,4,3,2,2
b67721d0-a07b-0134-141f-0aaafcbd6b1f,0.612135359,DE,35,2,3,2,1,4,4,,2,2,1,4,1,,1,1,1,6,2,1,3,3,2,3,2,3,1 | 13 | 9 | 3 | 6,5 | 2 | 4 | 3 | 1,2,2,1 | 4,4,5,4,2,3,3,3,4,,5,3,2 | 3 | 1 | 5 | 4 | 6,8,,,,,,,,,,,,2,,,,,,2,2,7 | 11 | 14 | 9 | 8,7 | 11 | 9 | 8 | 14,2 | 3 | 6 | 4 | 5 | 1,1,1,2,1,1,2,2,2,,2,3,2,1,1,3,3,4,4,2,5,1
ee4af200-a07b-0134-156e-0aaafcbd6b1f,2.570943391,DE,46,2,3,1,1,3,5,,5,1,6,4,5,,1,1,2,6,3,2,2,2,1,2,3,6,1,4 | 2 | 1 | 5 | 3,1,2,5,,7,1,2,3,4,2,4,,1,1,2 | 3 | 5 | 4 | 1 | 6,2,,,,,,,,,,,5,2,,,,,,1,2,3 | 5 | 13 | 9 | 8,5 | 3 | 8 | 9 | 13,3 | 2 | 5 | 1 | 4 | 6,5,2,1,1,2,3,5,2,2,2,2,1,1,2,4,2,1,4,2,5,1
0faf9ef0-a07c-0134-1644-0aaafcbd6b1f,0.4215894043,DE,28,1,2,1,1,1,4,,3,1,6,2,1,,1,3,2,4,4,2,3,2,2,2,3,4,9 | 2 | 13 | 3,4 | 1 | 5 | 3 | 2,3,2,4,3,5,2,2,3,2,2,3,,4,2,2 | 1 | 4 | 5 | 3 | 6,9,,,,,,,,,,,,2,,,,,,2,2,3 | 5 | 7 | 8 | 9,3 | 8 | 7 | 9 | 5,2 | 5 | 6 | 1 | 3 | 4,4,2,1,1,2,1,2,5,4,2,2,4,2,3,3,1,4,2,2,5,2
3bcf0930-a07c-0134-db7c-0a62e1402143,0.4746298539,DE,18,2,3,2,1,4,3,1,3,1,1,8,6,1,1,1,2,6,6,2,2,2,2,3,4,4,4 | 13 | 9 | 1 | 3,4 | 2 | 1 | 5 | 3,5,1,5,,1,2,1,2,2,2,3,,6,1,3 | 4 | 2 | 1 | 5 | 6,8,,,,,,,,,,,,3,,,,,,3,5,12 | 11 | 2 | 1 | 4,1 | 11 | 4 | 12 | 2,2 | 1 | 6 | 3 | 5 | 4,3,1,2,1,1,3,3,4,4,3,2,1,5,3,3,2,2,1,1,5,2
3d322740-a07c-0134-db8a-0a62e1402143,0.8641392796,DE,42,1,3,2,2,5,5,,3,2,6,3,10,,1,3,2,5,2,1,2,2,1,6,6,2,6 | 9 | 13,4 | 2 | 3 | 1 | 5,5,1,3,1,4,3,2,3,3,4,5,,6,5,2 | 5 | 1 | 4 | 3 | 6,9,,,,,,,,,,,,2,,,,,,1,3,4 | 2 | 3 | 6 | 11,4 | 6 | 11 | 3 | 2,4 | 2 | 6 | 1 | 3 | 5,1,1,2,1,2,2,4,2,,4,4,1,1,2,3,1,2,3,3,3,2
61ab3df0-a07c-0134-dc85-0a62e1402143,1.604625094,DE,41,2,4,1,1,4,5,,5,1,6,1,2,,2,3,2,13,4,3,2,2,1,3,2,2,1 | 13 | 9 | 5 | 6,4 | 2 | 5 | 1 | 3,5,1,3 | 1,1,4,6,2,1,3,3,4,,2,1,2 | 1 | 4 | 5 | 3 | 6,8,,,,,,,,,,,,2,,,,,,2,3,6 | 7 | 12,6 | 7 | 12,3 | 1 | 5 | 6 | 2 | 4,5,2,2,1,2,2,2,3,3,2,3,3,5,1,3,2,3,2,3,2,1
bad32730-a07d-0134-4068-0aaafcbd6b1f,0.9246274489,DE,17,1,3,1,2,5,2,3,3,1,1,3,2,,3,4,2,13,3,1,2,2,3,3,2,2,3 | 9 | 13 | 1,5 | 4 | 1 | 2 | 3,3,2,1,4,3,1,2,3,2,4,4,,3,2,1 | 2 | 5 | 3 | 4 | 6,1,,,,,,,,,,,3,1,,,,,,2,2,4 | 8 | 10 | 11 | 13,10 | 8 | 4 | 11 | 13,3 | 4 | 6 | 1 | 2 | 5,3,1,2,2,2,2,3,1,1,4,1,2,3,1,3,4,2,2,2,5,1
22b73ab0-a07e-0134-1c64-0a62e1402143,0.9697161358,DE,32,1,5,1,1,2,2,8,1,2,3,3,1,,1,3,3,13,6,2,3,2,2,2,3,4,13,4 | 5 | 2 | 3 | 1,5,1,4,4,1,5,2,1,1,3,1,,1,1,3 | 2 | 4 | 5 | 1 | 6,3,,,,,,,,,,,2,3,,,,,,1,1,9 | 8,8 | 9,6 | 5 | 3 | 2 | 1 | 4,1,1,2,2,1,1,2,2,,3,2,1,2,4,1,1,1,4,2,2,2
968e95c0-a07e-0134-4db7-0a62e1402143,0.53495948,DE,23,1,2,2,1,2,5,,1,2,6,8,1,,1,1,2,4,3,1,1,2,1,3,4,3,9 | 1,5 | 4 | 1 | 2 | 3,5,2,5,,4,1,2,3,4,4,4,,3,2,6 | 2 | 5 | 1 | 4 | 3,6,,,,,,,,,,,1,6,,,,,,1,2,3 | 5 | 8,3 | 8 | 5,3 | 1 | 4 | 5 | 6 | 2,1,2,1,2,2,3,2,6,,2,4,5,1,1,1,5,1,1,4,4,1
4cf3c750-a07f-0134-25cf-0a62e1402143,0.5938320998,DE,18,1,5,1,1,2,4,,3,1,6,8,6,2,3,2,2,13,3,4,3,2,2,4,4,3,16,,,,5,,1,4,1,3,4,4,3,,5,5,6 | 3 | 5 | 4 | 2 | 1,9,,,,,,,,,,,,8,,,,,,,,3 | 2 | 5 | 8,5 | 2 | 8 | 3,6 | 1 | 2 | 3 | 4 | 5,3,3,3,3,3,4,4,5,5,1,4,3,1,2,1,3,1,5,2,7,2
71a3ffe0-a07f-0134-7360-0aaafcbd6b1f,0.4215894043,DE,28,1,2,1,1,4,4,,5,2,1,2,8,,2,3,2,11,3,3,2,3,2,2,4,2,9 | 12 | 13 | 6 | 5 | 1 | 3,4 | 1 | 2 | 3 | 5,4,2,5,,1,2,3,2,3,3,3,,2,2,1 | 2 | 4 | 5 | 3 | 6,1,,,,,,,,,,,5,1,,,,,,2,2,1 | 3 | 5 | 14 | 13,14 | 1 | 13 | 5 | 3,2 | 5 | 3 | 1 | 6 | 4,2,2,1,2,2,2,4,2,,3,2,2,3,1,4,4,2,2,2,1,2
9f50c780-a07f-0134-747b-0aaafcbd6b1f,0.6039993353,DE,27,1,3,2,1,1,5,,1,2,6,8,1,,3,1,2,5,5,3,3,3,2,2,3,2,1 | 9 | 13,4 | 5 | 1 | 2 | 3,5,1,1,3,6,2,4,2,3,4,4,,1,1,2 | 3 | 1 | 6 | 5 | 4,2,,,,,,,,,,,2,2,,,,,,2,4,15,,1 | 6 | 2 | 4 | 5 | 3,2,2,2,1,1,3,3,3,,2,2,1,2,1,2,1,3,3,3,4,1
17a4ebf0-a080-0134-831c-0aaafcbd6b1f,0.5180559252,DE,45,1,2,1,1,2,1,13,3,1,6,4,10,,3,1,2,13,6,2,2,3,2,6,6,6,1 | 3 | 6 | 9 | 13,5 | 4 | 2 | 1 | 3,2,2,5,,5,4,2,3,3,3,5,,3,2,5 | 3 | 1 | 6 | 2 | 4,5,,,,,,,,,,,3,5,,,,,,2,3,15,,5 | 4 | 2 | 6 | 3 | 1,2,1,1,1,2,2,3,2,3,3,2,3,3,2,3,3,4,3,3,7,2
3f446bc0-a080-0134-a109-0a62e1402143,0.86173687,DE,18,2,2,1,1,4,4,,4,1,1,8,6,1,2,2,2,5,3,2,1,3,2,3,4,4,4 | 3 | 13 | 9 | 5,4 | 5 | 1 | 2 | 3,5,2,5,,4,2,1,2,2,2,3,,6,1,1 | 2 | 3 | 4 | 5 | 6,9,,,,,,,,,,,,1,,,,,,2,2,1 | 6 | 7,7 | 1 | 6,3 | 1 | 4 | 5 | 2 | 6,3,3,2,3,1,3,2,3,3,3,2,1,2,1,5,1,1,3,1,2,2
79eec470-a080-0134-ca7e-0a62e1402143,0.3009015219,DE,15,1,5,2,1,2,2,2,3,1,1,4,6,3,2,3,2,1,2,3,3,5,4,4,3,4,2 | 9 | 13 | 6,3 | 4 | 1 | 2 | 5,1,1,3,1,3,6,3,4,4,2,3,,2,3,3 | 1 | 2 | 4 | 5 | 6,1,,,,,,,,,,,3,4,,,,,,3,2,8,8,2 | 6 | 5 | 3 | 4 | 1,4,3,2,1,1,3,3,3,1,2,1,2,1,5,4,3,1,1,4,2,2
943c88b0-a080-0134-abca-0a62e1402143,0.86173687,DE,25,2,2,1,1,4,2,7,5,1,4,2,6,3,5,5,2,13,6,3,2,2,2,3,3,2,3 | 4 | 13 | 9 | 5,1 | 4 | 2 | 3 | 5,5,2,5,,5,3,2,3,2,4,3,,6,5,1 | 5 | 2 | 4 | 3 | 6,9,,,,,,,,,,,,1,,,,,,2,2,3 | 4 | 7,7 | 3 | 4,1 | 2 | 5 | 6 | 4 | 3,3,3,2,2,2,1,3,6,6,3,3,2,3,2,3,2,2,2,3,4,1
065daf20-a081-0134-af2a-0a62e1402143,0.9860432272,DE,30,2,5,1,1,3,4,,2,1,1,8,6,3,2,2,2,9,3,2,2,3,1,4,3,3,1,2 | 5 | 4 | 1 | 3,5,1,1,3,8,2,2,3,4,3,4,,5,4,2 | 1 | 6 | 3 | 4 | 5,9,,,,,,,,,,,,7,,,,,,3,4,8,8,3 | 6 | 5 | 2 | 4 | 1,4,1,2,2,2,2,3,2,2,2,4,3,3,5,4,4,4,3,2,4,2
13ce4520-a081-0134-f5a7-0aaafcbd6b1f,1.208055125,DE,34,2,3,1,1,4,4,,5,2,1,3,1,,1,1,3,6,2,4,3,4,3,5,4,5,13 | 9,2 | 1 | 4 | 3 | 5,6,,5,,7,1,3,5,5,4,4,,1,1,4 | 1 | 5 | 2 | 6 | 3,7,,,,,,,,,,,4,4,,,,,,1,1,1 | 11 | 9 | 14,1 | 9 | 11 | 14,5 | 6 | 1 | 2 | 3 | 4,1,2,2,2,2,3,4,4,,5,1,1,1,3,1,2,5,2,2,2,2
454efa50-a081-0134-b099-0a62e1402143,0.4215894043,DE,26,1,2,1,1,3,3,13,2,2,1,4,9,,3,2,3,5,3,3,2,3,2,4,4,3,13,4 | 5 | 3 | 2 | 1,5,1,3,2,2,1,1,2,5,3,5,,3,4,3 | 6 | 4 | 5 | 1 | 2,9,,,,,,,,,,,,8,,,,,,,,2 | 13 | 10 | 15 | 11,10 | 13 | 11 | 2,3 | 1 | 2 | 5 | 6 | 4,2,2,1,1,2,3,3,2,,5,3,1,5,2,2,2,2,3,4,1,1
60669580-a081-0134-b14d-0a62e1402143,0.4366519354,DE,14,2,2,2,1,4,4,,2,1,1,1,6,3,5,5,2,13,6,6,2,3,2,6,6,6,3 | 4 | 13 | 9,5 | 4 | 3 | 2 | 1,1,1,1 | 3,3,4,2,1,3,2,3,3,,6,5,1 | 2 | 5 | 4 | 6 | 3,9,,,,,,,,,,,,8,,,,,,,,4 | 15,4,6 | 5 | 4 | 1 | 2 | 3,4,2,1,1,1,1,3,2,6,4,3,3,3,3,4,3,3,3,1,3,1
7c7a2ae0-a082-0134-4847-0a62e1402143,0.9697161358,DE,26,1,5,1,1,1,5,,5,1,6,1,6,3,1,3,2,1,2,2,2,2,3,1,6,3,13 | 1 | 4 | 6 | 3 | 9 | 2 | 5,4 | 2 | 1 | 3 | 5,1,2,1 | 3,5,5,2,2,2,1,3,4,,5,1,1 | 2 | 4 | 3 | 5 | 6,9,,,,,,,,,,,,1,,,,,,3,5,1,1,4 | 5 | 2 | 6 | 3 | 1,1,2,2,1,1,1,1,1,1,3,2,1,3,4,2,1,1,3,2,2,1
8076b500-a082-0134-0e38-0aaafcbd6b1f,0.6039993353,DE,29,1,3,2,1,2,5,,1,1,1,1,1,,1,2,2,4,3,1,2,3,2,3,2,3,3 | 9 | 1 | 4,4 | 5 | 2 | 1 | 3,5,2,3,1,7,4,2,3,3,3,4,,4,2,1 | 2 | 4 | 6 | 5 | 3,9,,,,,,,,,,,,8,,,,,,,,8,8,1 | 6 | 4 | 2 | 5 | 3,5,2,1,1,2,2,3,2,3,3,2,3,2,2,2,2,2,3,2,1,2
b5036a40-a082-0134-49ac-0a62e1402143,0.7545524594,DE,28,2,4,1,1,2,2,3,1,1,1,3,1,,1,3,1,5,4,3,2,2,2,3,4,3,5 | 1 | 9 | 13,4 | 5 | 1 | 2 | 3,3,1,4,2,2,2,2,4,5,3,4,,1,1,3 | 6 | 4 | 1 | 5 | 2,3,,,,,,,,,,,4,3,,,,,,1,3,6 | 7 | 9 | 10,6 | 10 | 7 | 9,1 | 2 | 3 | 6 | 5 | 4,2,2,2,1,1,3,4,3,3,2,2,3,4,5,3,1,1,3,3,6,1
c4ed49f0-a082-0134-c955-0aaafcbd6b1f,1.055747772,DE,24,1,2,1,1,3,5,,3,2,1,1,3,,1,1,2,13,6,5,4,2,5,3,6,2,9 | 1 | 3 | 13,2 | 4 | 1 | 5 | 3,5,3,5,,6,1,2,3,4,4,4,,3,2,4 | 1 | 5 | 2 | 3 | 6,9,,,,,,,,,,,,4,,,,,,2,5,5 | 8 | 9 | 10,5 | 9 | 8 | 10,3 | 2 | 5 | 6 | 1 | 4,3,3,1,1,2,3,4,3,,4,2,1,3,1,3,1,3,4,2,3,1
f245b5f0-a082-0134-ca43-0aaafcbd6b1f,0.9246274489,DE,19,1,3,1,1,5,4,,3,1,6,1,4,,1,3,2,4,2,3,2,3,2,1,2,2,5 | 13 | 9,1 | 2 | 4 | 5 | 3,2,2,1,3,4,2,1,3,2,3,4,,5,3,4 | 1 | 2 | 5 | 3 | 6,9,,,,,,,,,,,,4,,,,,,2,3,1 | 4 | 7 | 8 | 9,1 | 4 | 8 | 9 | 7,6 | 3 | 2 | 5 | 4 | 1,4,1,2,2,1,1,2,2,2,4,2,1,4,3,4,5,2,3,3,2,1
4b1e5030-a083-0134-cc87-0aaafcbd6b1f,0.7545524594,DE,31,2,4,1,2,2,1,2,3,2,1,1,6,3,2,3,2,13,4,3,4,2,2,2,3,6,9 | 13 | 1 | 3,4 | 1 | 5 | 3 | 2,5,1,5,,1,2,3,2,2,3,5,,2,5,2 | 3 | 4 | 1 | 5 | 6,8,,,,,,,,,,,,2,,,,,,2,2,6 | 7 | 8 | 11 | 13,6 | 7 | 11 | 8 | 13,1 | 4 | 2 | 6 | 5 | 3,2,3,2,1,1,4,1,3,,3,3,1,3,1,5,3,4,1,1,3,2
7938a410-a083-0134-cd61-0aaafcbd6b1f,0.5180559252,DE,41,1,1,1,1,1,2,3,5,2,6,3,6,1,1,1,2,4,1,3,3,2,3,2,2,2,9 | 13,5 | 2 | 1 | 3 | 4,5,2,5,,4,2,2,2,2,3,1,,1,1,2 | 4 | 1 | 3 | 5 | 6,2,,,,,,,,,,,4,2,,,,,,1,2,1 | 3 | 4,1 | 3 | 4,2 | 1 | 6 | 4 | 5 | 3,1,1,2,2,1,2,2,2,,2,2,2,1,2,2,2,2,1,2,2,2
a9500490-a084-0134-6d94-0aaafcbd6b1f,0.9246274489,DE,22,1,3,1,1,4,2,1,3,1,1,4,1,,1,1,2,4,4,2,2,2,1,4,4,3,1 | 13 | 6,4 | 5 | 2 | 1 | 3,6,,3,4,8,5,1,3,4,3,4,,5,3,1 | 2 | 5 | 3 | 6 | 4,9,,,,,,,,,,,,1,,,,,,2,3,3 | 4 | 8 | 12,3 | 8 | 12 | 4,3 | 2 | 5 | 6 | 4 | 1,3,2,2,2,1,3,3,3,3,2,2,1,2,1,3,1,2,4,2,6,1
b402e410-a084-0134-6dce-0aaafcbd6b1f,0.915464735,DE,27,1,4,1,1,1,5,,5,2,6,4,1,,3,3,2,5,3,3,2,2,2,3,3,4,1 | 9,4 | 5 | 1 | 2 | 3,5,1,3,1,3,2,2,2,3,3,3,,2,1,4 | 2 | 1 | 5 | 3 | 6,4,,,,,,,,,,,3,4,,,,,,1,3,1 | 7 | 6 | 14 | 2,1 | 2 | 6 | 7 | 14,5 | 2 | 3 | 1 | 6 | 4,2,1,2,1,1,2,4,3,,2,1,1,3,2,4,2,3,2,2,2,1
c0a58ea0-a084-0134-6e25-0aaafcbd6b1f,0.9246274489,DE,18,1,3,1,1,1,1,3,6,1,3,3,2,,1,2,2,4,2,2,2,2,2,3,4,3,9 | 13 | 3 | 4 | 2 | 1 | 11,2 | 4 | 1 | 5 | 3,2,2,1,4,3,2,2,3,2,3,4,,5,1,2 | 1 | 4 | 3 | 5 | 6,9,,,,,,,,,,,,7,,,,,,2,3,2 | 7 | 8 | 9 | 11,11 | 7 | 2 | 8 | 9,1 | 3 | 4 | 6 | 5 | 2,4,2,2,1,1,2,4,4,4,2,2,1,4,3,2,2,3,1,2,3,2
c8e71da0-a084-0134-6e53-0aaafcbd6b1f,0.9366866641,DE,19,2,3,1,1,3,4,,3,1,1,8,1,,1,1,1,4,2,3,2,2,2,3,4,6,9 | 3 | 4 | 13 | 1,4 | 1 | 5 | 2 | 3,3,3,5,,4,1,1,3,5,4,1,,6,1,6 | 3 | 4 | 5 | 2 | 1,9,,,,,,,,,,,,6,,,,,,1,2,7 | 3 | 4 | 8 | 11,7 | 11 | 3 | 4 | 8,3 | 4 | 1 | 2 | 5 | 6,3,2,2,1,2,2,3,2,2,2,3,1,1,1,2,2,1,3,1,5,1
d8e31b90-a084-0134-6ea9-0aaafcbd6b1f,0.4366519354,DE,17,2,2,2,1,3,4,,1,1,1,1,6,3,2,1,3,13,3,3,2,2,1,3,6,6,3 | 4 | 1 | 9,4 | 2 | 1 | 5 | 3,5,1,5,,3,2,1,3,3,4,4,,5,4,2 | 5 | 6 | 1 | 3 | 4,9,,,,,,,,,,,,8,,,,,,,,16,,3 | 2 | 5 | 1 | 6 | 4,3,3,1,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,7,1
55673a60-a085-0134-eca3-0aaafcbd6b1f,1.444283529,DE,54,1,4,1,1,2,2,5,4,1,1,4,9,,2,4,2,7,5,2,2,2,1,4,2,4,5 | 2 | 3 | 1 | 6 | 7 | 9 | 10 | 11 | 12 | 13,2 | 4 | 1 | 3 | 5,1,2,3,2,3,2,2,4,4,4,1,,1,1,6 | 1 | 5 | 2 | 4 | 3,6,,,,,,,,,,,4,6,,,,,,1,5,3 | 4 | 5 | 6 | 8,3 | 4 | 5 | 8 | 6,3 | 5 | 4 | 6 | 1 | 2,3,1,2,2,1,3,4,4,4,2,2,1,2,3,4,2,1,2,4,2,1
9abfd730-a085-0134-854c-0a62e1402143,0.915464735,DE,32,1,4,1,1,2,5,,4,1,1,8,9,,2,3,2,6,3,3,2,3,2,3,4,4,16,,,,5,,4,5,2,4,5,4,4,,1,1,3 | 6 | 5 | 2 | 4 | 1,7,,,,,,,,,,,2,8,,,,,,,,16,,5 | 1 | 3 | 2 | 6 | 4,2,1,2,2,1,3,3,3,3,3,3,2,3,3,1,2,2,3,3,2,2
4f466da0-a086-0134-f29d-0aaafcbd6b1f,1.191998602,DE,26,1,3,1,1,2,4,,3,1,6,8,8,,2,2,2,13,3,2,2,3,2,3,2,3,9,4 | 5 | 1 | 2 | 3,5,1,1,1,8,2,1,3,4,4,4,,5,4,6 | 5 | 4 | 1 | 3 | 2,9,,,,,,,,,,,,6,,,,,,4,5,4,4,1 | 6 | 3 | 2 | 5 | 4,5,3,3,2,3,3,3,6,1,1,1,1,2,2,2,2,2,2,2,3,2
5da7e4e0-a086-0134-72ee-0a62e1402143,0.4215894043,DE,32,1,2,1,1,3,4,,4,1,6,4,1,,2,3,2,13,3,3,2,3,2,2,3,3,9,4 | 5 | 2 | 3 | 1,5,1,1 | 3,2,3,3,2,3,2,3,3,,2,1,1 | 5 | 4 | 2 | 3 | 6,4,,,,,,,,,,,4,4,,,,,,2,3,1 | 7 | 14,1 | 7 | 14,6 | 2 | 1 | 5 | 3 | 4,3,3,2,1,2,2,4,3,3,4,3,2,3,1,3,3,1,3,1,2,2
096314b0-a087-0134-d509-0aaafcbd6b1f,0.3353818587,DE,22,1,4,1,1,2,3,3,5,1,1,4,6,1,2,2,2,5,3,2,1,2,1,2,2,2,3 | 4 | 1 | 9 | 13,5 | 1 | 3 | 2 | 4,5,3,3,1,3,4,1,2,2,3,3,,3,3,3 | 2 | 4 | 1 | 5 | 6,7,,,,,,,,,,,2,7,,,,,,2,2,2 | 4 | 7 | 11,2 | 7 | 4 | 11,5 | 1 | 6 | 2 | 3 | 4,3,1,1,1,1,2,2,2,2,3,4,2,2,3,3,3,3,3,2,2,1
e043abc0-a087-0134-da0c-0aaafcbd6b1f,1.055747772,DE,25,1,2,1,1,3,5,,6,2,1,4,1,,1,1,2,13,3,3,4,3,3,3,4,4,13 | 6 | 1 | 4 | 8 | 2 | 3 | 9,4 | 3 | 1 | 5 | 2,3,2,1,5,3,3,1,3,2,4,5,,2,1,1 | 2 | 5 | 6 | 4 | 3,1,,,,,,,,,,,3,7,,,,,,2,3,3 | 5 | 6 | 8 | 9,8 | 3 | 9 | 6 | 5,4 | 2 | 3 | 6 | 5 | 1,4,1,2,1,1,2,4,4,,3,4,1,1,3,2,4,4,3,3,3,1
f8e77f00-a087-0134-7d40-0a62e1402143,0.9246274489,DE,25,1,3,1,1,1,5,,5,1,1,8,1,,1,1,2,4,2,3,2,3,2,4,5,4,3 | 4 | 9 | 1 | 13,3 | 1 | 4 | 2 | 5,1,2,5,,2,7,1,5,5,4,2,,5,4,6 | 3 | 5 | 2 | 1 | 4,9,,,,,,,,,,,,6,,,,,,1,3,2 | 4 | 5 | 8 | 9,5 | 2 | 4 | 8 | 9,6 | 3 | 1 | 2 | 5 | 4,1,2,2,2,1,4,5,4,4,1,2,1,1,1,1,1,1,4,3,2,1
808d43c0-a088-0134-dd58-0aaafcbd6b1f,0.86173687,DE,19,2,2,1,1,3,5,,3,1,6,8,6,3,5,5,2,2,1,2,1,3,5,3,4,3,13 | 9 | 1 | 3 | 4,4 | 1 | 5 | 2 | 3,4,1,5,,3,2,1,3,3,3,4,,5,2,5 | 4 | 2 | 1 | 3 | 6,8,,,,,,,,,,,,5,,,,,,2,4,15,,5 | 2 | 4 | 1 | 3 | 6,2,2,1,1,2,2,4,3,3,3,2,1,3,3,3,3,3,5,1,5,2
ab8eb970-a088-0134-f7f5-0a62e1402143,1.208055125,DE,36,2,3,1,1,3,4,,3,1,6,4,1,,1,2,2,13,2,2,5,6,3,3,4,6,1 | 5 | 9,2 | 1 | 5 | 4 | 3,1,1,5,,7,3,2,2,3,3,4,,5,3,5 | 4 | 1 | 2 | 6 | 3,9,,,,,,,,,,,,8,,,,,,,,8,8,3 | 6 | 2 | 5 | 4 | 1,5,2,2,1,1,3,4,3,3,4,1,4,3,1,1,1,1,4,2,7,1
ed22be80-a088-0134-cd6a-0aaafcbd6b1f,0.86173687,DE,25,2,2,1,1,5,3,1,4,1,1,3,1,,1,1,2,7,1,1,1,3,2,3,4,3,13 | 9 | 6 | 1 | 3,5 | 2 | 4 | 1 | 3,3,1,3 | 1,3,7,2,2,3,3,5,4,,2,1,2 | 1 | 5 | 6 | 3 | 4,2,,,,,,,,,,,2,2,,,,,,3,3,3 | 4 | 5 | 8 | 9,8 | 9 | 3 | 4 | 5,2 | 4 | 1 | 3 | 5 | 6,2,2,1,2,2,3,3,4,4,2,2,2,3,3,3,2,4,3,3,3,2
0b54fe60-a089-0134-fa25-0a62e1402143,0.9246274489,DE,19,1,3,1,1,1,5,,6,1,1,4,1,,2,2,2,2,1,3,2,3,2,3,4,2,2 | 8 | 6 | 9 | 13,4 | 1 | 2 | 3 | 5,5,1,5,,8,1,1,2,2,2,4,,6,1,1 | 2 | 4 | 3 | 5 | 6,1,,,,,,,,,,,1,1,,,,,,1,3,1 | 4 | 7 | 9 | 11,1 | 7 | 9 | 4 | 11,3 | 6 | 4 | 2 | 1 | 5,2,2,1,2,1,2,2,3,3,4,2,2,3,2,2,3,1,2,2,5,2
